card_id,field,locale,global_text,current_text,translated_text,status
970f8dcc-fa84-4124-aa7b-5541bdafdaab,prompt,bg,What shape is this?,Каква е тази форма?,Каква форма е това?,mismatch
970f8dcc-fa84-4124-aa7b-5541bdafdaab,prompt,de,What shape is this?,Welche Form ist das?,Welche Form hat das?,mismatch
970f8dcc-fa84-4124-aa7b-5541bdafdaab,answer,sl,Pentagon,Peterokot,Pentagon,mismatch
970f8dcc-fa84-4124-aa7b-5541bdafdaab,prompt,et,What shape is this?,Mis kujund see on?,Mis kujuga see on?,mismatch
970f8dcc-fa84-4124-aa7b-5541bdafdaab,prompt,fr,What shape is this?,Quelle est cette forme ?,De quelle forme s'agit-il ?,mismatch
970f8dcc-fa84-4124-aa7b-5541bdafdaab,prompt,ga,What shape is this?,Select the correct shape:,Cén cruth atá air seo?,mismatch
970f8dcc-fa84-4124-aa7b-5541bdafdaab,prompt,hi,What shape is this?,यह कौन सा आकार है?,यह कौन सी आकृति है?,mismatch
970f8dcc-fa84-4124-aa7b-5541bdafdaab,prompt,hr,What shape is this?,Koji je ovo oblik?,Kakav je ovo oblik?,mismatch
970f8dcc-fa84-4124-aa7b-5541bdafdaab,prompt,hu,What shape is this?,Milyen alakzat ez?,Milyen forma ez?,mismatch
970f8dcc-fa84-4124-aa7b-5541bdafdaab,prompt,ja,What shape is this?,これはどんな形ですか？,これは何の形ですか？,mismatch
970f8dcc-fa84-4124-aa7b-5541bdafdaab,prompt,ko,What shape is this?,이것은 무슨 모양입니까?,이건 무슨 모양인가요?,mismatch
970f8dcc-fa84-4124-aa7b-5541bdafdaab,prompt,lt,What shape is this?,Kokia tai forma?,Kokia čia forma?,mismatch
970f8dcc-fa84-4124-aa7b-5541bdafdaab,prompt,lv,What shape is this?,Kāda šī ir forma?,Kāda šī forma ir?,mismatch
970f8dcc-fa84-4124-aa7b-5541bdafdaab,prompt,cs,What shape is this?,Jaký je to tvar?,Co je to za tvar?,mismatch
970f8dcc-fa84-4124-aa7b-5541bdafdaab,prompt,mt,What shape is this?,X'forma hi din?,X'forma hija din?,mismatch
970f8dcc-fa84-4124-aa7b-5541bdafdaab,prompt,pt,What shape is this?,Que forma é esta?,Que formato é esse?,mismatch
970f8dcc-fa84-4124-aa7b-5541bdafdaab,prompt,sl,What shape is this?,Kakšne oblike je to?,Kakšna oblika je to?,mismatch
970f8dcc-fa84-4124-aa7b-5541bdafdaab,prompt,sk,What shape is this?,Aký je to tvar?,Čo je to za tvar?,mismatch
970f8dcc-fa84-4124-aa7b-5541bdafdaab,prompt,tr,What shape is this?,Bu hangi şekil?,Bu nasıl bir şekil?,mismatch
970f8dcc-fa84-4124-aa7b-5541bdafdaab,prompt,uk,What shape is this?,Яка це фігура?,Що це за форма?,mismatch
f423fe33-417c-41f7-a958-7d188705dd1e,answer,cs,Square,Čtverec,Náměstí,mismatch
f423fe33-417c-41f7-a958-7d188705dd1e,answer,el,Square,Τετράγωνο,Πλατεία,mismatch
f423fe33-417c-41f7-a958-7d188705dd1e,answer,da,Square,Kvadrat,Firkant,mismatch
f423fe33-417c-41f7-a958-7d188705dd1e,answer,it,Square,Quadrato,Piazza,mismatch
f423fe33-417c-41f7-a958-7d188705dd1e,answer,ja,Square,正方形,四角,mismatch
f423fe33-417c-41f7-a958-7d188705dd1e,answer,mt,Square,Kwadru,Pjazza,mismatch
f423fe33-417c-41f7-a958-7d188705dd1e,answer,sk,Square,Štvorec,Štvorcový,mismatch
f423fe33-417c-41f7-a958-7d188705dd1e,answer,tl,Square,Kuwadrado,Square,mismatch
f423fe33-417c-41f7-a958-7d188705dd1e,answer,sv,Square,Kvadrat,Fyrkant,mismatch
f423fe33-417c-41f7-a958-7d188705dd1e,answer,uk,Square,Квадрат,Квадратний,mismatch
f423fe33-417c-41f7-a958-7d188705dd1e,answer,vi,Square,Hình vuông,Quảng trường,mismatch
f423fe33-417c-41f7-a958-7d188705dd1e,prompt,ar,What shape is this?,ما هذا الشكل؟,ما هو هذا الشكل؟,mismatch
f423fe33-417c-41f7-a958-7d188705dd1e,prompt,cs,What shape is this?,Jaký je to tvar?,Co je to za tvar?,mismatch
f423fe33-417c-41f7-a958-7d188705dd1e,prompt,bg,What shape is this?,Каква е тази форма?,Каква форма е това?,mismatch
f423fe33-417c-41f7-a958-7d188705dd1e,prompt,fr,What shape is this?,Quelle est cette forme ?,De quelle forme s'agit-il ?,mismatch
f423fe33-417c-41f7-a958-7d188705dd1e,prompt,et,What shape is this?,Mis kujund see on?,Mis kujuga see on?,mismatch
f423fe33-417c-41f7-a958-7d188705dd1e,prompt,ga,What shape is this?,Select the correct shape:,Cén cruth atá air seo?,mismatch
f423fe33-417c-41f7-a958-7d188705dd1e,prompt,hi,What shape is this?,यह कौन सा आकार है?,यह कौन सी आकृति है?,mismatch
f423fe33-417c-41f7-a958-7d188705dd1e,prompt,de,What shape is this?,Welche Form ist das?,Welche Form hat das?,mismatch
f423fe33-417c-41f7-a958-7d188705dd1e,prompt,hr,What shape is this?,Koji je ovo oblik?,Kakav je ovo oblik?,mismatch
f423fe33-417c-41f7-a958-7d188705dd1e,prompt,hu,What shape is this?,Milyen alakzat ez?,Milyen forma ez?,mismatch
f423fe33-417c-41f7-a958-7d188705dd1e,prompt,ja,What shape is this?,これはどんな形ですか？,これは何の形ですか？,mismatch
f423fe33-417c-41f7-a958-7d188705dd1e,prompt,ko,What shape is this?,이것은 무슨 모양입니까?,이건 무슨 모양인가요?,mismatch
f423fe33-417c-41f7-a958-7d188705dd1e,prompt,lv,What shape is this?,Kāda šī ir forma?,Kāda šī forma ir?,mismatch
f423fe33-417c-41f7-a958-7d188705dd1e,prompt,mt,What shape is this?,X'forma hi din?,X'forma hija din?,mismatch
f423fe33-417c-41f7-a958-7d188705dd1e,prompt,lt,What shape is this?,Kokia tai forma?,Kokia čia forma?,mismatch
f423fe33-417c-41f7-a958-7d188705dd1e,prompt,pt,What shape is this?,Que forma é esta?,Que formato é esse?,mismatch
f423fe33-417c-41f7-a958-7d188705dd1e,prompt,sl,What shape is this?,Kakšne oblike je to?,Kakšna oblika je to?,mismatch
f423fe33-417c-41f7-a958-7d188705dd1e,prompt,sk,What shape is this?,Aký je to tvar?,Čo je to za tvar?,mismatch
f423fe33-417c-41f7-a958-7d188705dd1e,prompt,uk,What shape is this?,Яка це фігура?,Що це за форма?,mismatch
f423fe33-417c-41f7-a958-7d188705dd1e,prompt,tr,What shape is this?,Bu hangi şekil?,Bu nasıl bir şekil?,mismatch
6c3a5c1f-437f-4084-85d7-6c0c1de94c99,answer,hi,Heart,हृदय,दिल,mismatch
6c3a5c1f-437f-4084-85d7-6c0c1de94c99,answer,id,Heart,Hati,Jantung,mismatch
6c3a5c1f-437f-4084-85d7-6c0c1de94c99,answer,ja,Heart,ハート,心臓,mismatch
6c3a5c1f-437f-4084-85d7-6c0c1de94c99,answer,ko,Heart,하트,마음,mismatch
6c3a5c1f-437f-4084-85d7-6c0c1de94c99,answer,ro,Heart,Inimă,inima,mismatch
6c3a5c1f-437f-4084-85d7-6c0c1de94c99,answer,vi,Heart,Hình trái tim,Trái tim,mismatch
6c3a5c1f-437f-4084-85d7-6c0c1de94c99,prompt,ar,What shape is this?,ما هذا الشكل؟,ما هو هذا الشكل؟,mismatch
6c3a5c1f-437f-4084-85d7-6c0c1de94c99,prompt,bg,What shape is this?,Каква е тази форма?,Каква форма е това?,mismatch
6c3a5c1f-437f-4084-85d7-6c0c1de94c99,prompt,cs,What shape is this?,Jaký je to tvar?,Co je to za tvar?,mismatch
6c3a5c1f-437f-4084-85d7-6c0c1de94c99,prompt,et,What shape is this?,Mis kujund see on?,Mis kujuga see on?,mismatch
6c3a5c1f-437f-4084-85d7-6c0c1de94c99,prompt,de,What shape is this?,Welche Form ist das?,Welche Form hat das?,mismatch
6c3a5c1f-437f-4084-85d7-6c0c1de94c99,prompt,fr,What shape is this?,Quelle est cette forme ?,De quelle forme s'agit-il ?,mismatch
6c3a5c1f-437f-4084-85d7-6c0c1de94c99,prompt,ga,What shape is this?,Select the correct shape:,Cén cruth atá air seo?,mismatch
6c3a5c1f-437f-4084-85d7-6c0c1de94c99,prompt,hi,What shape is this?,यह कौन सा आकार है?,यह कौन सी आकृति है?,mismatch
6c3a5c1f-437f-4084-85d7-6c0c1de94c99,prompt,hu,What shape is this?,Milyen alakzat ez?,Milyen forma ez?,mismatch
6c3a5c1f-437f-4084-85d7-6c0c1de94c99,prompt,ja,What shape is this?,これはどんな形ですか？,これは何の形ですか？,mismatch
6c3a5c1f-437f-4084-85d7-6c0c1de94c99,prompt,hr,What shape is this?,Koji je ovo oblik?,Kakav je ovo oblik?,mismatch
6c3a5c1f-437f-4084-85d7-6c0c1de94c99,prompt,ko,What shape is this?,이것은 무슨 모양입니까?,이건 무슨 모양인가요?,mismatch
6c3a5c1f-437f-4084-85d7-6c0c1de94c99,prompt,lt,What shape is this?,Kokia tai forma?,Kokia čia forma?,mismatch
6c3a5c1f-437f-4084-85d7-6c0c1de94c99,prompt,lv,What shape is this?,Kāda šī ir forma?,Kāda šī forma ir?,mismatch
6c3a5c1f-437f-4084-85d7-6c0c1de94c99,prompt,mt,What shape is this?,X'forma hi din?,X'forma hija din?,mismatch
6c3a5c1f-437f-4084-85d7-6c0c1de94c99,prompt,pt,What shape is this?,Que forma é esta?,Que formato é esse?,mismatch
6c3a5c1f-437f-4084-85d7-6c0c1de94c99,prompt,sk,What shape is this?,Aký je to tvar?,Čo je to za tvar?,mismatch
6c3a5c1f-437f-4084-85d7-6c0c1de94c99,prompt,tr,What shape is this?,Bu hangi şekil?,Bu nasıl bir şekil?,mismatch
71e1df0a-65f2-4e81-9957-1d3f01337f0c,answer,ar,Cross,صليب,يعبر,mismatch
6c3a5c1f-437f-4084-85d7-6c0c1de94c99,prompt,sl,What shape is this?,Kakšne oblike je to?,Kakšna oblika je to?,mismatch
6c3a5c1f-437f-4084-85d7-6c0c1de94c99,prompt,uk,What shape is this?,Яка це фігура?,Що це за форма?,mismatch
71e1df0a-65f2-4e81-9957-1d3f01337f0c,answer,de,Cross,Kreuz,Kreuzen,mismatch
71e1df0a-65f2-4e81-9957-1d3f01337f0c,answer,da,Cross,Kors,Kryds,mismatch
71e1df0a-65f2-4e81-9957-1d3f01337f0c,answer,fi,Cross,Risti,Ylittää,mismatch
71e1df0a-65f2-4e81-9957-1d3f01337f0c,answer,hi,Cross,क्रॉस,पार करना,mismatch
71e1df0a-65f2-4e81-9957-1d3f01337f0c,answer,id,Cross,Salib,Menyeberang,mismatch
71e1df0a-65f2-4e81-9957-1d3f01337f0c,answer,ja,Cross,十字架,クロス,mismatch
71e1df0a-65f2-4e81-9957-1d3f01337f0c,answer,pl,Cross,Krzyż,Przechodzić,mismatch
71e1df0a-65f2-4e81-9957-1d3f01337f0c,answer,pt,Cross,Cruz,Cruzar,mismatch
71e1df0a-65f2-4e81-9957-1d3f01337f0c,answer,it,Cross,Croce,Attraverso,mismatch
71e1df0a-65f2-4e81-9957-1d3f01337f0c,answer,sv,Cross,Kors,Korsa,mismatch
71e1df0a-65f2-4e81-9957-1d3f01337f0c,answer,tr,Cross,Haç,Geçmek,mismatch
71e1df0a-65f2-4e81-9957-1d3f01337f0c,answer,uk,Cross,Хрест,Хрестик,mismatch
71e1df0a-65f2-4e81-9957-1d3f01337f0c,answer,vi,Cross,Hình chữ thập,Đi qua,mismatch
71e1df0a-65f2-4e81-9957-1d3f01337f0c,prompt,ar,What shape is this?,ما هذا الشكل؟,ما هو هذا الشكل؟,mismatch
71e1df0a-65f2-4e81-9957-1d3f01337f0c,prompt,bg,What shape is this?,Каква е тази форма?,Каква форма е това?,mismatch
71e1df0a-65f2-4e81-9957-1d3f01337f0c,prompt,cs,What shape is this?,Jaký je to tvar?,Co je to za tvar?,mismatch
71e1df0a-65f2-4e81-9957-1d3f01337f0c,prompt,de,What shape is this?,Welche Form ist das?,Welche Form hat das?,mismatch
71e1df0a-65f2-4e81-9957-1d3f01337f0c,prompt,et,What shape is this?,Mis kujund see on?,Mis kujuga see on?,mismatch
71e1df0a-65f2-4e81-9957-1d3f01337f0c,prompt,fr,What shape is this?,Quelle est cette forme ?,De quelle forme s'agit-il ?,mismatch
71e1df0a-65f2-4e81-9957-1d3f01337f0c,prompt,hi,What shape is this?,यह कौन सा आकार है?,यह कौन सी आकृति है?,mismatch
71e1df0a-65f2-4e81-9957-1d3f01337f0c,prompt,hr,What shape is this?,Koji je ovo oblik?,Kakav je ovo oblik?,mismatch
71e1df0a-65f2-4e81-9957-1d3f01337f0c,prompt,ga,What shape is this?,Select the correct shape:,Cén cruth atá air seo?,mismatch
71e1df0a-65f2-4e81-9957-1d3f01337f0c,prompt,hu,What shape is this?,Milyen alakzat ez?,Milyen forma ez?,mismatch
71e1df0a-65f2-4e81-9957-1d3f01337f0c,prompt,ko,What shape is this?,이것은 무슨 모양입니까?,이건 무슨 모양인가요?,mismatch
71e1df0a-65f2-4e81-9957-1d3f01337f0c,prompt,ja,What shape is this?,これはどんな形ですか？,これは何の形ですか？,mismatch
71e1df0a-65f2-4e81-9957-1d3f01337f0c,prompt,lv,What shape is this?,Kāda šī ir forma?,Kāda šī forma ir?,mismatch
71e1df0a-65f2-4e81-9957-1d3f01337f0c,prompt,lt,What shape is this?,Kokia tai forma?,Kokia čia forma?,mismatch
71e1df0a-65f2-4e81-9957-1d3f01337f0c,prompt,pt,What shape is this?,Que forma é esta?,Que formato é esse?,mismatch
71e1df0a-65f2-4e81-9957-1d3f01337f0c,prompt,sk,What shape is this?,Aký je to tvar?,Čo je to za tvar?,mismatch
71e1df0a-65f2-4e81-9957-1d3f01337f0c,prompt,sl,What shape is this?,Kakšne oblike je to?,Kakšna oblika je to?,mismatch
71e1df0a-65f2-4e81-9957-1d3f01337f0c,prompt,tr,What shape is this?,Bu hangi şekil?,Bu nasıl bir şekil?,mismatch
71e1df0a-65f2-4e81-9957-1d3f01337f0c,prompt,uk,What shape is this?,Яка це фігура?,Що це за форма?,mismatch
71e1df0a-65f2-4e81-9957-1d3f01337f0c,prompt,mt,What shape is this?,X'forma hi din?,X'forma hija din?,mismatch
6ea9d92d-8764-4350-ad7b-91b7f99f2158,answer,hi,Triangle,त्रिभुज,त्रिकोण,mismatch
6ea9d92d-8764-4350-ad7b-91b7f99f2158,answer,id,Triangle,Segitiga,Segi tiga,mismatch
6ea9d92d-8764-4350-ad7b-91b7f99f2158,answer,mt,Triangle,Trijanglu,Trijangolu,mismatch
6ea9d92d-8764-4350-ad7b-91b7f99f2158,answer,vi,Triangle,Hình tam giác,Tam giác,mismatch
6ea9d92d-8764-4350-ad7b-91b7f99f2158,prompt,ar,What shape is this?,ما هذا الشكل؟,ما هو هذا الشكل؟,mismatch
6ea9d92d-8764-4350-ad7b-91b7f99f2158,prompt,bg,What shape is this?,Каква е тази форма?,Каква форма е това?,mismatch
6ea9d92d-8764-4350-ad7b-91b7f99f2158,prompt,cs,What shape is this?,Jaký je to tvar?,Co je to za tvar?,mismatch
6ea9d92d-8764-4350-ad7b-91b7f99f2158,prompt,de,What shape is this?,Welche Form ist das?,Welche Form hat das?,mismatch
6ea9d92d-8764-4350-ad7b-91b7f99f2158,prompt,et,What shape is this?,Mis kujund see on?,Mis kujuga see on?,mismatch
6ea9d92d-8764-4350-ad7b-91b7f99f2158,prompt,ga,What shape is this?,Select the correct shape:,Cén cruth atá air seo?,mismatch
6ea9d92d-8764-4350-ad7b-91b7f99f2158,prompt,hi,What shape is this?,यह कौन सा आकार है?,यह कौन सी आकृति है?,mismatch
6ea9d92d-8764-4350-ad7b-91b7f99f2158,prompt,fr,What shape is this?,Quelle est cette forme ?,De quelle forme s'agit-il ?,mismatch
6ea9d92d-8764-4350-ad7b-91b7f99f2158,prompt,hr,What shape is this?,Koji je ovo oblik?,Kakav je ovo oblik?,mismatch
6ea9d92d-8764-4350-ad7b-91b7f99f2158,prompt,hu,What shape is this?,Milyen alakzat ez?,Milyen forma ez?,mismatch
6ea9d92d-8764-4350-ad7b-91b7f99f2158,prompt,ja,What shape is this?,これはどんな形ですか？,これは何の形ですか？,mismatch
6ea9d92d-8764-4350-ad7b-91b7f99f2158,prompt,ko,What shape is this?,이것은 무슨 모양입니까?,이건 무슨 모양인가요?,mismatch
6ea9d92d-8764-4350-ad7b-91b7f99f2158,prompt,lt,What shape is this?,Kokia tai forma?,Kokia čia forma?,mismatch
6ea9d92d-8764-4350-ad7b-91b7f99f2158,prompt,mt,What shape is this?,X'forma hi din?,X'forma hija din?,mismatch
6ea9d92d-8764-4350-ad7b-91b7f99f2158,prompt,lv,What shape is this?,Kāda šī ir forma?,Kāda šī forma ir?,mismatch
6ea9d92d-8764-4350-ad7b-91b7f99f2158,prompt,pt,What shape is this?,Que forma é esta?,Que formato é esse?,mismatch
6ea9d92d-8764-4350-ad7b-91b7f99f2158,prompt,sl,What shape is this?,Kakšne oblike je to?,Kakšna oblika je to?,mismatch
6ea9d92d-8764-4350-ad7b-91b7f99f2158,prompt,sk,What shape is this?,Aký je to tvar?,Čo je to za tvar?,mismatch
6ea9d92d-8764-4350-ad7b-91b7f99f2158,prompt,uk,What shape is this?,Яка це фігура?,Що це за форма?,mismatch
6ea9d92d-8764-4350-ad7b-91b7f99f2158,prompt,tr,What shape is this?,Bu hangi şekil?,Bu nasıl bir şekil?,mismatch
331c4fc1-cb14-4efb-9930-1cbc368c4c9d,answer,fi,Trapezoid,Puolisuunnikas,Trapetsoidi,mismatch
331c4fc1-cb14-4efb-9930-1cbc368c4c9d,answer,es,Trapezoid,Trapecio,trapezoide,mismatch
331c4fc1-cb14-4efb-9930-1cbc368c4c9d,answer,hu,Trapezoid,Trapéz,Trapéz alakú,mismatch
331c4fc1-cb14-4efb-9930-1cbc368c4c9d,answer,hi,Trapezoid,समलम्ब,चतुर्भुज,mismatch
331c4fc1-cb14-4efb-9930-1cbc368c4c9d,answer,lv,Trapezoid,Trapece,Trapecveida,mismatch
331c4fc1-cb14-4efb-9930-1cbc368c4c9d,answer,mt,Trapezoid,Trapezojdu,Trapezojde,mismatch
331c4fc1-cb14-4efb-9930-1cbc368c4c9d,answer,nl,Trapezoid,Trapeze,Trapezium,mismatch
331c4fc1-cb14-4efb-9930-1cbc368c4c9d,answer,sv,Trapezoid,Trapetsoid,Trapets,mismatch
331c4fc1-cb14-4efb-9930-1cbc368c4c9d,prompt,ar,What shape is this?,ما هذا الشكل؟,ما هو هذا الشكل؟,mismatch
331c4fc1-cb14-4efb-9930-1cbc368c4c9d,prompt,cs,What shape is this?,Jaký je to tvar?,Co je to za tvar?,mismatch
331c4fc1-cb14-4efb-9930-1cbc368c4c9d,prompt,de,What shape is this?,Welche Form ist das?,Welche Form hat das?,mismatch
331c4fc1-cb14-4efb-9930-1cbc368c4c9d,prompt,bg,What shape is this?,Каква е тази форма?,Каква форма е това?,mismatch
331c4fc1-cb14-4efb-9930-1cbc368c4c9d,prompt,et,What shape is this?,Mis kujund see on?,Mis kujuga see on?,mismatch
331c4fc1-cb14-4efb-9930-1cbc368c4c9d,prompt,fr,What shape is this?,Quelle est cette forme ?,De quelle forme s'agit-il ?,mismatch
331c4fc1-cb14-4efb-9930-1cbc368c4c9d,prompt,hi,What shape is this?,यह कौन सा आकार है?,यह कौन सी आकृति है?,mismatch
331c4fc1-cb14-4efb-9930-1cbc368c4c9d,prompt,ga,What shape is this?,Select the correct shape:,Cén cruth atá air seo?,mismatch
331c4fc1-cb14-4efb-9930-1cbc368c4c9d,prompt,hr,What shape is this?,Koji je ovo oblik?,Kakav je ovo oblik?,mismatch
331c4fc1-cb14-4efb-9930-1cbc368c4c9d,prompt,hu,What shape is this?,Milyen alakzat ez?,Milyen forma ez?,mismatch
331c4fc1-cb14-4efb-9930-1cbc368c4c9d,prompt,ja,What shape is this?,これはどんな形ですか？,これは何の形ですか？,mismatch
331c4fc1-cb14-4efb-9930-1cbc368c4c9d,prompt,lt,What shape is this?,Kokia tai forma?,Kokia čia forma?,mismatch
331c4fc1-cb14-4efb-9930-1cbc368c4c9d,prompt,lv,What shape is this?,Kāda šī ir forma?,Kāda šī forma ir?,mismatch
331c4fc1-cb14-4efb-9930-1cbc368c4c9d,prompt,ko,What shape is this?,이것은 무슨 모양입니까?,이건 무슨 모양인가요?,mismatch
331c4fc1-cb14-4efb-9930-1cbc368c4c9d,prompt,mt,What shape is this?,X'forma hi din?,X'forma hija din?,mismatch
331c4fc1-cb14-4efb-9930-1cbc368c4c9d,prompt,pt,What shape is this?,Que forma é esta?,Que formato é esse?,mismatch
331c4fc1-cb14-4efb-9930-1cbc368c4c9d,prompt,sk,What shape is this?,Aký je to tvar?,Čo je to za tvar?,mismatch
331c4fc1-cb14-4efb-9930-1cbc368c4c9d,prompt,sl,What shape is this?,Kakšne oblike je to?,Kakšna oblika je to?,mismatch
331c4fc1-cb14-4efb-9930-1cbc368c4c9d,prompt,uk,What shape is this?,Яка це фігура?,Що це за форма?,mismatch
331c4fc1-cb14-4efb-9930-1cbc368c4c9d,prompt,tr,What shape is this?,Bu hangi şekil?,Bu nasıl bir şekil?,mismatch
e8b5d24b-d486-46c2-9e57-ebea2fbf2568,answer,ar,Rectangle,مستطيل,المستطيل,mismatch
e8b5d24b-d486-46c2-9e57-ebea2fbf2568,answer,el,Rectangle,Ορθογώνιο,Ορθογώνιο παραλληλόγραμμο,mismatch
e8b5d24b-d486-46c2-9e57-ebea2fbf2568,answer,ja,Rectangle,長方形,矩形,mismatch
e8b5d24b-d486-46c2-9e57-ebea2fbf2568,answer,ko,Rectangle,직사각형,구형,mismatch
e8b5d24b-d486-46c2-9e57-ebea2fbf2568,prompt,ar,What shape is this?,ما هذا الشكل؟,ما هو هذا الشكل؟,mismatch
e8b5d24b-d486-46c2-9e57-ebea2fbf2568,prompt,cs,What shape is this?,Jaký je to tvar?,Co je to za tvar?,mismatch
e8b5d24b-d486-46c2-9e57-ebea2fbf2568,prompt,bg,What shape is this?,Каква е тази форма?,Каква форма е това?,mismatch
e8b5d24b-d486-46c2-9e57-ebea2fbf2568,prompt,de,What shape is this?,Welche Form ist das?,Welche Form hat das?,mismatch
e8b5d24b-d486-46c2-9e57-ebea2fbf2568,prompt,et,What shape is this?,Mis kujund see on?,Mis kujuga see on?,mismatch
e8b5d24b-d486-46c2-9e57-ebea2fbf2568,prompt,fr,What shape is this?,Quelle est cette forme ?,De quelle forme s'agit-il ?,mismatch
e8b5d24b-d486-46c2-9e57-ebea2fbf2568,prompt,ga,What shape is this?,Select the correct shape:,Cén cruth atá air seo?,mismatch
e8b5d24b-d486-46c2-9e57-ebea2fbf2568,prompt,hr,What shape is this?,Koji je ovo oblik?,Kakav je ovo oblik?,mismatch
e8b5d24b-d486-46c2-9e57-ebea2fbf2568,prompt,hi,What shape is this?,यह कौन सा आकार है?,यह कौन सी आकृति है?,mismatch
e8b5d24b-d486-46c2-9e57-ebea2fbf2568,prompt,ja,What shape is this?,これはどんな形ですか？,これは何の形ですか？,mismatch
e8b5d24b-d486-46c2-9e57-ebea2fbf2568,prompt,ko,What shape is this?,이것은 무슨 모양입니까?,이건 무슨 모양인가요?,mismatch
e8b5d24b-d486-46c2-9e57-ebea2fbf2568,prompt,lt,What shape is this?,Kokia tai forma?,Kokia čia forma?,mismatch
e8b5d24b-d486-46c2-9e57-ebea2fbf2568,prompt,lv,What shape is this?,Kāda šī ir forma?,Kāda šī forma ir?,mismatch
e8b5d24b-d486-46c2-9e57-ebea2fbf2568,prompt,mt,What shape is this?,X'forma hi din?,X'forma hija din?,mismatch
e8b5d24b-d486-46c2-9e57-ebea2fbf2568,prompt,sk,What shape is this?,Aký je to tvar?,Čo je to za tvar?,mismatch
e8b5d24b-d486-46c2-9e57-ebea2fbf2568,prompt,sl,What shape is this?,Kakšne oblike je to?,Kakšna oblika je to?,mismatch
e8b5d24b-d486-46c2-9e57-ebea2fbf2568,prompt,hu,What shape is this?,Milyen alakzat ez?,Milyen forma ez?,mismatch
e8b5d24b-d486-46c2-9e57-ebea2fbf2568,prompt,tr,What shape is this?,Bu hangi şekil?,Bu nasıl bir şekil?,mismatch
e8b5d24b-d486-46c2-9e57-ebea2fbf2568,prompt,uk,What shape is this?,Яка це фігура?,Що це за форма?,mismatch
e8b5d24b-d486-46c2-9e57-ebea2fbf2568,prompt,pt,What shape is this?,Que forma é esta?,Que formato é esse?,mismatch
